iShares Core S&P 500 ETF
Fund Holdings as of,"Aug 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,148,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"IR","INGERSOLL RAND INC","Industrials","Equity","373,506,930.27","0.04","373,506,930.27","4,753,811.00","78.57","United States","NYSE","USD","1.00","USD","-"
"ATO","ATMOS ENERGY","Utilities","Equity","373,357,694.68","0.04","373,357,694.68","2,228,203.00","167.56","United States","NYSE","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","373,291,203.36","0.04","373,291,203.36","7,118,444.00","52.44","United States","NASDAQ","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","370,358,653.14","0.04","370,358,653.14","1,978,623.00","187.18","United States","NYSE","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS","Health Care","Equity","369,703,545.12","0.04","369,703,545.12","1,094,834.00","337.68","United States","NYSE","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","368,887,806.76","0.04","368,887,806.76","1,571,474.00","234.74","United States","NYSE","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE","Industrials","Equity","366,032,983.68","0.04","366,032,983.68","5,122,208.00","71.46","United States","NYSE","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","363,186,281.08","0.04","363,186,281.08","1,797,418.00","202.06","United States","NYSE","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","362,699,058.09","0.04","362,699,058.09","4,490,517.00","80.77","United States","NYSE","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","360,498,942.23","0.04","360,498,942.23","1,474,373.00","244.51","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","360,360,193.68","0.04","360,360,193.68","2,939,796.00","122.58","United States","NYSE","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","360,398,078.64","0.04","360,398,078.64","12,208,607.00","29.52","United States","NYSE","USD","1.00","USD","-"
"CPAY","CORPAY","Financials","Equity","359,802,721.88","0.04","359,802,721.88","872,524.00","412.37","United States","NYSE","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS","Utilities","Equity","358,740,124.80","0.04","358,740,124.80","2,607,123.00","137.60","United States","NYSE","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","357,931,013.46","0.04","357,931,013.46","3,172,866.00","112.81","United States","NYSE","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","356,979,874.86","0.04","356,979,874.86","5,025,762.00","71.03","United States","NYSE","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL","Financials","Equity","353,978,014.50","0.04","353,978,014.50","2,064,975.00","171.42","United States","NASDAQ","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS","Information Technology","Equity","353,861,621.88","0.04","353,861,621.88","2,794,674.00","126.62","United States","NYSE","USD","1.00","USD","-"
"FICO","FAIR ISAAC","Information Technology","Equity","351,684,424.94","0.04","351,684,424.94","309,271.00","1,137.14","United States","NYSE","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","351,402,365.63","0.04","351,402,365.63","10,042,937.00","34.99","United States","NYSE","USD","1.00","USD","-"
"TPR","TAPESTRY","Consumer Discretionary","Equity","350,910,478.64","0.04","350,910,478.64","2,696,822.00","130.12","United States","NYSE","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL","Financials","Equity","348,929,731.32","0.04","348,929,731.32","11,391,764.00","30.63","United States","NYSE","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","346,132,812.15","0.04","346,132,812.15","3,301,219.00","104.85","United States","NYSE","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","345,818,854.19","0.04","345,818,854.19","6,996,133.00","49.43","United States","NYSE","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY","Utilities","Equity","340,467,765.20","0.04","340,467,765.20","8,745,640.00","38.93","United States","NYSE","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES","Materials","Equity","338,196,828.75","0.04","338,196,828.75","2,975,775.00","113.65","United States","NYSE","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","337,051,192.41","0.04","337,051,192.41","1,529,201.00","220.41","United States","NYSE","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","335,580,361.20","0.04","335,580,361.20","3,804,766.00","88.20","United States","NYSE","USD","1.00","USD","-"
"PHM","PULTEGROUP","Consumer Discretionary","Equity","332,774,231.94","0.04","332,774,231.94","2,542,979.00","130.86","United States","NYSE","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","330,065,608.85","0.04","330,065,608.85","1,745,917.00","189.05","United States","NYSE","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS","Industrials","Equity","329,652,988.35","0.04","329,652,988.35","1,748,915.00","188.49","United States","NASDAQ","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES","Health Care","Equity","328,630,579.20","0.04","328,630,579.20","943,040.00","348.48","United States","NYSE","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","327,519,002.49","0.04","327,519,002.49","705,571.00","464.19","United States","NYSE","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","325,073,528.24","0.04","325,073,528.24","2,417,263.00","134.48","United States","NASDAQ","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","324,412,151.20","0.04","324,412,151.20","3,163,145.00","102.56","United States","NYSE","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","323,990,118.90","0.04","323,990,118.90","6,949,595.00","46.62","United States","NYSE","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","323,833,346.97","0.04","323,833,346.97","3,278,661.00","98.77","United States","NYSE","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP","Financials","Equity","322,869,601.28","0.04","322,869,601.28","2,860,544.00","112.87","United States","NASDAQ","USD","1.00","USD","-"
"VRSN","VERISIGN","Information Technology","Equity","321,226,200.00","0.04","321,226,200.00","1,093,536.00","293.75","United States","NASDAQ","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","320,003,810.07","0.04","320,003,810.07","2,816,687.00","113.61","United States","NYSE","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","312,275,241.60","0.04","312,275,241.60","581,280.00","537.22","United States","NASDAQ","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","309,547,484.44","0.04","309,547,484.44","1,309,201.00","236.44","United States","NYSE","USD","1.00","USD","-"
"EFX","EQUIFAX","Industrials","Equity","304,982,290.40","0.03","304,982,290.40","1,589,360.00","191.89","United States","NYSE","USD","1.00","USD","-"
"EXE","EXPAND ENERGY","Energy","Equity","302,217,479.58","0.03","302,217,479.58","3,192,663.00","94.66","United States","NASDAQ","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","297,023,150.72","0.03","297,023,150.72","3,407,792.00","87.16","United States","NYSE","USD","1.00","USD","-"
"FSLR","FIRST SOLAR","Information Technology","Equity","296,600,562.00","0.03","296,600,562.00","1,434,100.00","206.82","United States","NASDAQ","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","292,796,983.76","0.03","292,796,983.76","2,623,864.00","111.59","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","291,751,858.10","0.03","291,751,858.10","6,172,030.00","47.27","United States","NYSE","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","291,334,099.14","0.03","291,334,099.14","1,181,691.00","246.54","United States","NYSE","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","291,190,728.94","0.03","291,190,728.94","3,103,717.00","93.82","United States","NYSE","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","290,742,473.76","0.03","290,742,473.76","2,241,308.00","129.72","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","290,141,238.58","0.03","290,141,238.58","7,078,342.00","40.99","United States","NYSE","USD","1.00","USD","-"
"DOW","DOW","Materials","Equity","289,836,996.80","0.03","289,836,996.80","9,609,980.00","30.16","United States","NYSE","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","288,927,365.52","0.03","288,927,365.52","7,512,412.00","38.46","United States","NASDAQ","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","288,564,393.36","0.03","288,564,393.36","11,396,698.00","25.32","United States","NASDAQ","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND","Energy","Equity","288,398,918.17","0.03","288,398,918.17","773,623.00","372.79","United States","NYSE","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","288,314,092.50","0.03","288,314,092.50","753,270.00","382.75","United States","NASDAQ","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","285,320,680.32","0.03","285,320,680.32","1,543,776.00","184.82","United States","NYSE","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","285,358,606.00","0.03","285,358,606.00","3,890,900.00","73.34","United States","NYSE","USD","1.00","USD","-"
"CMS","CMS ENERGY","Utilities","Equity","283,487,746.92","0.03","283,487,746.92","4,124,058.00","68.74","United States","NYSE","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","283,392,163.08","0.03","283,392,163.08","7,123,986.00","39.78","United States","NYSE","USD","1.00","USD","-"
"RDDT","REDDIT CLASS A","Communication","Equity","283,075,460.55","0.03","283,075,460.55","1,742,539.00","162.45","United States","NYSE","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","279,224,667.09","0.03","279,224,667.09","6,899,547.00","40.47","United States","NYSE","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","272,812,988.16","0.03","272,812,988.16","691,436.00","394.56","United States","NYSE","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","269,302,885.17","0.03","269,302,885.17","12,302,553.00","21.89","United States","NYSE","USD","1.00","USD","-"
"WRB","WR BERKLEY","Financials","Equity","268,850,014.72","0.03","268,850,014.72","3,925,964.00","68.48","United States","NYSE","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","266,333,641.34","0.03","266,333,641.34","6,524,587.00","40.82","United States","NYSE","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","265,681,177.20","0.03","265,681,177.20","1,416,060.00","187.62","United States","NASDAQ","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","260,960,246.82","0.03","260,960,246.82","2,050,607.00","127.26","United States","NYSE","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES","Industrials","Equity","260,674,824.62","0.03","260,674,824.62","994,259.00","262.18","United States","NASDAQ","USD","1.00","USD","-"
"NI","NISOURCE","Utilities","Equity","260,169,999.90","0.03","260,169,999.90","6,400,246.00","40.65","United States","NYSE","USD","1.00","USD","-"
"VTRS","VIATRIS","Health Care","Equity","259,924,104.00","0.03","259,924,104.00","15,545,700.00","16.72","United States","NASDAQ","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS","Health Care","Equity","258,843,737.60","0.03","258,843,737.60","2,582,240.00","100.24","United States","NYSE","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","253,436,497.90","0.03","253,436,497.90","1,837,162.00","137.95","United States","NYSE","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","251,924,368.00","0.03","251,924,368.00","2,873,225.00","87.68","United States","NYSE","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS CLASS A","Consumer Staples","Equity","251,336,776.16","0.03","251,336,776.16","1,861,616.00","135.01","United States","NYSE","USD","1.00","USD","-"
"EVRG","EVERGY","Utilities","Equity","250,509,153.30","0.03","250,509,153.30","3,077,130.00","81.41","United States","NASDAQ","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT","Real Estate","Equity","250,425,916.00","0.03","250,425,916.00","857,623.00","292.00","United States","NYSE","USD","1.00","USD","-"
"L","LOEWS","Financials","Equity","249,581,684.59","0.03","249,581,684.59","2,252,339.00","110.81","United States","NYSE","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS","Industrials","Equity","247,786,384.92","0.03","247,786,384.92","1,821,423.00","136.04","United States","NYSE","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","247,695,167.72","0.03","247,695,167.72","7,000,994.00","35.38","United States","NASDAQ","USD","1.00","USD","-"
"CDW","CDW","Information Technology","Equity","242,293,715.17","0.03","242,293,715.17","1,705,213.00","142.09","United States","NASDAQ","USD","1.00","USD","-"
"FTV","FORTIVE","Industrials","Equity","242,133,227.00","0.03","242,133,227.00","4,069,466.00","59.50","United States","NYSE","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","237,585,097.29","0.03","237,585,097.29","1,574,767.00","150.87","United States","NYSE","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS CLASS A","Communication","Equity","236,967,662.16","0.03","236,967,662.16","1,527,444.00","155.14","United States","NASDAQ","USD","1.00","USD","-"
"NDSN","NORDSON","Industrials","Equity","236,480,199.28","0.03","236,480,199.28","708,916.00","333.58","United States","NASDAQ","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","235,486,997.10","0.03","235,486,997.10","3,445,815.00","68.34","United States","NASDAQ","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","235,142,292.35","0.03","235,142,292.35","9,625,145.00","24.43","United States","NYSE","USD","1.00","USD","-"
"NVR","NVR","Consumer Discretionary","Equity","233,570,496.96","0.03","233,570,496.96","36,304.00","6,433.74","United States","NYSE","USD","1.00","USD","-"
"PTC","PTC","Information Technology","Equity","233,028,105.42","0.03","233,028,105.42","1,541,803.00","151.14","United States","NASDAQ","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","229,309,827.56","0.03","229,309,827.56","636,053.00","360.52","United States","NASDAQ","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","227,758,903.20","0.03","227,758,903.20","3,554,290.00","64.08","United States","NYSE","USD","1.00","USD","-"
"IEX","IDEX","Industrials","Equity","227,509,983.78","0.03","227,509,983.78","988,014.00","230.27","United States","NYSE","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE","Industrials","Equity","226,091,820.68","0.03","226,091,820.68","1,573,798.00","143.66","United States","NASDAQ","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS","Industrials","Equity","225,897,234.36","0.03","225,897,234.36","1,679,034.00","134.54","United States","NYSE","USD","1.00","USD","-"
"BBY","BEST BUY","Consumer Discretionary","Equity","222,625,066.77","0.03","222,625,066.77","2,610,213.00","85.29","United States","NYSE","USD","1.00","USD","-"
"INVH","INVITATION HOMES","Real Estate","Equity","220,403,066.79","0.02","220,403,066.79","7,295,699.00","30.21","United States","NYSE","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","216,598,898.88","0.02","216,598,898.88","9,002,448.00","24.06","United States","NYSE","USD","1.00","USD","-"
"GEN","GEN DIGITAL","Information Technology","Equity","216,292,969.14","0.02","216,292,969.14","7,379,494.00","29.31","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES CLASS A","Materials","Equity","215,892,138.15","0.02","215,892,138.15","3,451,513.00","62.55","United States","NYSE","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","215,304,220.95","0.02","215,304,220.95","3,766,035.00","57.17","United States","NYSE","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","209,705,627.54","0.02","209,705,627.54","1,574,603.00","133.18","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","205,247,895.88","0.02","205,247,895.88","1,941,062.00","105.74","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","205,076,991.02","0.02","205,076,991.02","1,553,849.00","131.98","United States","NYSE","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","204,454,454.58","0.02","204,454,454.58","2,076,523.00","98.46","United States","NYSE","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","202,496,940.42","0.02","202,496,940.42","1,812,702.00","111.71","United States","NYSE","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","199,342,438.32","0.02","199,342,438.32","9,203,252.00","21.66","United States","NYSE","USD","1.00","USD","-"
"EG","EVEREST GROUP","Financials","Equity","198,298,265.94","0.02","198,298,265.94","528,246.00","375.39","United States","NYSE","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES","Information Technology","Equity","197,153,792.00","0.02","197,153,792.00","563,200.00","350.06","United States","NYSE","USD","1.00","USD","-"
"MAS","MASCO","Industrials","Equity","196,357,955.12","0.02","196,357,955.12","2,692,786.00","72.92","United States","NYSE","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT","Real Estate","Equity","195,553,981.00","0.02","195,553,981.00","8,502,347.00","23.00","United States","NASDAQ","USD","1.00","USD","-"
"APA","APA","Energy","Equity","195,096,991.10","0.02","195,096,991.10","4,718,186.00","41.35","United States","NASDAQ","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","193,684,715.70","0.02","193,684,715.70","679,238.00","285.15","United States","NYSE","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","193,630,088.80","0.02","193,630,088.80","5,917,790.00","32.72","United States","NYSE","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","191,381,627.08","0.02","191,381,627.08","642,997.00","297.64","United States","NYSE","USD","1.00","USD","-"
"COO","COOPER","Health Care","Equity","190,219,386.72","0.02","190,219,386.72","2,604,318.00","73.04","United States","NASDAQ","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","189,874,160.00","0.02","189,874,160.00","2,321,200.00","81.80","United States","NYSE","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS","Consumer Discretionary","Equity","188,139,374.27","0.02","188,139,374.27","3,980,101.00","47.27","United States","NYSE","USD","1.00","USD","-"
"FOXA","FOX CLASS A","Communication","Equity","187,282,319.64","0.02","187,282,319.64","2,662,908.00","70.33","United States","NASDAQ","USD","1.00","USD","-"
"RL","RALPH LAUREN CLASS A","Consumer Discretionary","Equity","186,995,720.80","0.02","186,995,720.80","515,708.00","362.60","United States","NYSE","USD","1.00","USD","-"
"FDXF","FEDEX FREIGHT HOLDING COMPANY INC","Industrials","Equity","186,521,927.50","0.02","186,521,927.50","1,448,714.00","128.75","United States","NYSE","USD","1.00","USD","-"
"RVTY","REVVITY","Health Care","Equity","185,926,084.60","0.02","185,926,084.60","1,489,315.00","124.84","United States","NYSE","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING","Consumer Staples","Equity","185,069,540.64","0.02","185,069,540.64","3,397,018.00","54.48","United States","NYSE","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","184,954,242.48","0.02","184,954,242.48","3,112,136.00","59.43","United States","NASDAQ","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","183,975,341.41","0.02","183,975,341.41","1,147,193.00","160.37","United States","NYSE","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","183,688,101.35","0.02","183,688,101.35","1,020,773.00","179.95","United States","NYSE","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL","Health Care","Equity","181,234,295.11","0.02","181,234,295.11","6,893,659.00","26.29","United States","NYSE","USD","1.00","USD","-"
"SOLV","SOLVENTUM","Health Care","Equity","180,035,544.79","0.02","180,035,544.79","1,965,239.00","91.61","United States","NYSE","USD","1.00","USD","-"
"CSGP","COSTAR GROUP","Real Estate","Equity","178,844,783.63","0.02","178,844,783.63","5,450,923.00","32.81","United States","NASDAQ","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","178,597,268.85","0.02","178,597,268.85","1,423,653.00","125.45","United States","NYSE","USD","1.00","USD","-"
"GL","GLOBE LIFE","Financials","Equity","178,509,708.24","0.02","178,509,708.24","1,036,401.00","172.24","United States","NYSE","USD","1.00","USD","-"
"GDDY","GODADDY CLASS A","Information Technology","Equity","176,385,411.14","0.02","176,385,411.14","1,767,566.00","99.79","United States","NYSE","USD","1.00","USD","-"
"IT","GARTNER","Information Technology","Equity","174,996,514.63","0.02","174,996,514.63","893,797.00","195.79","United States","NYSE","USD","1.00","USD","-"
"HAS","HASBRO","Consumer Discretionary","Equity","172,759,259.40","0.02","172,759,259.40","1,785,810.00","96.74","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","170,004,228.24","0.02","170,004,228.24","1,620,168.00","104.93","United States","NYSE","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","169,329,939.52","0.02","169,329,939.52","2,207,116.00","76.72","United States","NASDAQ","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR","Consumer Discretionary","Equity","168,723,669.24","0.02","168,723,669.24","1,901,326.00","88.74","United States","NYSE","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA","Consumer Discretionary","Equity","165,418,950.18","0.02","165,418,950.18","1,397,946.00","118.33","United States","NASDAQ","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","164,638,811.02","0.02","164,638,811.02","948,271.00","173.62","United States","NASDAQ","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","164,368,901.62","0.02","164,368,901.62","422,477.00","389.06","United States","NYSE","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","162,634,987.62","0.02","162,634,987.62","840,882.00","193.41","United States","NYSE","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS","Industrials","Equity","158,669,299.44","0.02","158,669,299.44","786,348.00","201.78","United States","NYSE","USD","1.00","USD","-"
"PNW","PINNACLE WEST","Utilities","Equity","157,976,048.49","0.02","157,976,048.49","1,617,447.00","97.67","United States","NYSE","USD","1.00","USD","-"
"ECHO","ECHOSTAR CLASS A","Communication","Equity","157,385,676.84","0.02","157,385,676.84","1,819,067.00","86.52","United States","NASDAQ","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES","Industrials","Equity","153,070,365.60","0.02","153,070,365.60","525,744.00","291.15","United States","NYSE","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","152,864,000.00","0.02","152,864,000.00","152,864,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"TECH","BIO TECHNE","Health Care","Equity","151,674,346.41","0.02","151,674,346.41","2,096,977.00","72.33","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT","Real Estate","Equity","150,658,478.63","0.02","150,658,478.63","3,947,039.00","38.17","United States","NYSE","USD","1.00","USD","-"
"NWSA","NEWS CLASS A","Communication","Equity","150,609,093.76","0.02","150,609,093.76","4,870,928.00","30.92","United States","NASDAQ","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","145,265,307.88","0.02","145,265,307.88","1,341,571.00","108.28","United States","NYSE","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS","Financials","Equity","143,955,872.48","0.02","143,955,872.48","486,206.00","296.08","United States","NYSE","USD","1.00","USD","-"
"BEN","FRANKLIN TEMPLETON","Financials","Equity","143,359,889.67","0.02","143,359,889.67","4,092,489.00","35.03","United States","NYSE","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","143,037,622.08","0.02","143,037,622.08","3,933,928.00","36.36","United States","NYSE","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA","Consumer Discretionary","Equity","142,983,373.39","0.02","142,983,373.39","408,629.00","349.91","United States","NASDAQ","USD","1.00","USD","-"
"BXP","BXP","Real Estate","Equity","142,570,282.62","0.02","142,570,282.62","1,976,574.00","72.13","United States","NYSE","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY","Health Care","Equity","141,939,576.90","0.02","141,939,576.90","889,290.00","159.61","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES","Utilities","Equity","140,539,666.50","0.02","140,539,666.50","9,541,050.00","14.73","United States","NYSE","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","134,746,394.58","0.02","134,746,394.58","2,157,323.00","62.46","United States","NYSE","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS","Information Technology","Equity","132,339,115.80","0.01","132,339,115.80","2,014,294.00","65.70","United States","NASDAQ","USD","1.00","USD","-"
"PODD","INSULET","Health Care","Equity","132,243,144.70","0.01","132,243,144.70","924,454.00","143.05","United States","NASDAQ","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","131,726,439.27","0.01","131,726,439.27","2,824,929.00","46.63","United States","NYSE","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","125,028,457.84","0.01","125,028,457.84","711,359.00","175.76","United States","NYSE","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","123,848,743.50","0.01","123,848,743.50","1,051,794.00","117.75","United States","NYSE","USD","1.00","USD","-"
"FOX","FOX CLASS B","Communication","Equity","116,366,243.73","0.01","116,366,243.73","1,856,217.00","62.69","United States","NASDAQ","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN","Health Care","Equity","115,863,480.70","0.01","115,863,480.70","1,292,398.00","89.65","United States","NASDAQ","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","111,364,210.32","0.01","111,364,210.32","2,569,548.00","43.34","United States","NYSE","USD","1.00","USD","-"
"WYNN","WYNN RESORTS","Consumer Discretionary","Equity","110,556,413.28","0.01","110,556,413.28","1,119,672.00","98.74","United States","NASDAQ","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","110,389,180.80","0.01","110,389,180.80","2,086,752.00","52.90","United States","NYSE","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS","Consumer Discretionary","Equity","105,202,962.14","0.01","105,202,962.14","6,095,189.00","17.26","United States","NYSE","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","103,291,421.10","0.01","103,291,421.10","4,255,930.00","24.27","United States","NYSE","USD","1.00","USD","-"
